post_id,hashtag
6760,#month
4087,#simple
5273,#while
7626,#president
2596,#stage
5831,#attention
4552,#kitchen
984,#choice
9982,#indicate
6623,#next
9420,#explain
2834,#positive
7081,#difference
8549,#situation
3687,#real
7260,#capital
3809,#consumer
2272,#many
1092,#board
9498,#worry
3435,#level
5457,#age
4267,#themselves
4967,#medical
7598,#respond
6222,#read
5167,#kitchen
565,#key
8250,#role
728,#her
3221,#business
6415,#forward
987,#able
7027,#tough
3103,#through
1526,#baby
1046,#popular
6251,#interest
5934,#fall
3831,#prove
5886,#beat
5781,#she
1838,#with
9131,#soon
184,#scientist
6200,#Republican
6045,#speak
3760,#win
4966,#find
1360,#gas
5387,#technology
8065,#subject
8572,#follow
7209,#need
8540,#usually
4012,#guy
1580,#but
3781,#include
6708,#begin
7574,#than
8064,#within
647,#certain
4161,#picture
6206,#stage
6688,#item
4413,#food
5631,#real
1793,#perform
1647,#employee
9044,#of
1260,#crime
5037,#grow
8442,#high
7484,#protect
9786,#pick
4504,#prepare
9549,#when
7583,#simply
9731,#do
2042,#there
6093,#student
8206,#such
7566,#easy
3671,#hundred
9084,#physical
4712,#north
7016,#shoulder
299,#better
9976,#born
3652,#fire
1873,#read
2096,#now
5126,#you
5281,#fall
3842,#investment
7746,#east
6750,#them
2346,#together
1766,#rock
2670,#act
1232,#be
775,#heart
5532,#product
7833,#be
7644,#become
7053,#blue
8888,#worker
9387,#college
9029,#art
1125,#support
3144,#issue
8332,#main
2230,#financial
9370,#share
5927,#measure
7037,#he
2270,#page
8564,#run
7815,#soon
7466,#then
5989,#director
3843,#public
3996,#see
2455,#air
1531,#begin
8322,#instead
7136,#all
8478,#artist
4876,#animal
2301,#analysis
7441,#sit
4729,#paper
4288,#factor
6271,#forward
5268,#necessary
7697,#during
4759,#place
3442,#trade
5529,#discussion
215,#already
9192,#student
8483,#easy
6137,#again
5615,#first
2982,#there
7480,#defense
5750,#consider
4296,#marriage
6408,#lead
7401,#region
9387,#though
459,#around
3465,#officer
6065,#front
2049,#thank
5288,#media
6847,#across
151,#bank
942,#fight
6452,#series
9194,#only
1475,#upon
60,#visit
3912,#someone
1185,#personal
3413,#buy
4725,#head
6499,#send
677,#between
2188,#here
6349,#owner
2035,#billion
1861,#several
2099,#Democrat
7835,#world
7514,#report
7543,#baby
9682,#country
28,#too
9081,#performance
7055,#bit
4671,#edge
1011,#choice
3820,#show
716,#great
2764,#especially
4352,#position
3382,#east
9392,#community
4572,#message
8962,#machine
2045,#fall
6187,#bill
7916,#social
5736,#throughout
2520,#on
9120,#inside
1082,#recently
5657,#speech
4497,#machine
8974,#accept
7953,#early
9571,#election
423,#clearly
5808,#simple
3198,#can
3423,#reason
5704,#require
7390,#day
7415,#yard
2869,#dinner
8218,#character
7030,#majority
9539,#young
8317,#food
9371,#while
4846,#mean
1877,#claim
4823,#best
7387,#now
2720,#very
1547,#all
3913,#strategy
5633,#manage
153,#scientist
5885,#section
1158,#answer
7425,#letter
9804,#feeling
2622,#reduce
344,#question
8099,#national
2072,#mean
3629,#chance
7489,#unit
9918,#world
8698,#rule
3624,#chance
825,#gun
7953,#yeah
7318,#TV
5026,#use
7664,#weight
3079,#behavior
671,#life
688,#loss
3994,#pay
8143,#whether
4724,#daughter
9779,#since
3475,#safe
4160,#treat
4670,#memory
7695,#successful
1721,#subject
5077,#movement
1401,#tough
5416,#its
297,#still
9451,#opportunity
3710,#rest
3835,#plant
6751,#lay
3110,#newspaper
627,#stay
1179,#only
8143,#pay
7870,#draw
1234,#author
7363,#price
3232,#eat
544,#production
9159,#point
7649,#cut
6898,#consumer
759,#head
7947,#city
9778,#describe
3182,#campaign
8944,#reveal
3313,#cut
9162,#certainly
1289,#floor
3362,#share
2002,#center
9363,#here
4355,#long
9428,#star
3234,#finally
4234,#school
3077,#statement
953,#can
6860,#face
3447,#loss
678,#thing
8656,#for
798,#anything
5949,#power
3067,#play
1172,#loss
9129,#stock
9679,#now
8085,#receive
4590,#company
6554,#my
6541,#indeed
7824,#impact
9709,#at
4050,#wait
1256,#huge
5624,#coach
8952,#air
6067,#argue
2963,#let
4901,#rock
5893,#attorney
8359,#continue
8982,#go
4474,#money
4970,#type
9514,#save
2554,#American
3217,#wrong
7149,#last
732,#morning
8547,#bank
6796,#yeah
1030,#defense
5698,#participant
9875,#sense
2001,#in
6454,#her
1399,#section
225,#work
4034,#feeling
4763,#series
5154,#garden
2973,#order
5236,#draw
9987,#billion
3891,#less
1260,#grow
7026,#short
1489,#though
4161,#however
5679,#dream
7077,#smile
8955,#together
139,#under
3927,#raise
9091,#life
4157,#play
4663,#write
870,#property
2932,#here
1891,#career
3543,#free
3148,#new
6962,#left
7756,#reflect
7156,#memory
1972,#reason
3353,#option
6255,#beyond
7101,#school
7392,#discover
5154,#pressure
6061,#back
8200,#newspaper
2058,#Congress
7745,#operation
2565,#girl
5059,#experience
1441,#water
7899,#make
7451,#someone
3515,#through
8285,#follow
585,#front
8315,#chance
3826,#kid
487,#among
7844,#difference
1942,#air
9420,#mind
1399,#population
2220,#course
8754,#himself
2000,#accept
909,#evidence
8588,#amount
2023,#ability
6826,#know
886,#thank
2835,#right
5293,#blood
5676,#responsibility
6737,#throw
4687,#police
4731,#beat
1740,#machine
9366,#remember
867,#draw
8269,#start
235,#compare
7154,#quite
963,#newspaper
521,#own
2500,#court
296,#degree
9474,#available
5939,#from
6135,#development
6465,#image
3617,#hour
9827,#reflect
2639,#rather
7174,#rate
5814,#prepare
9534,#author
2410,#enter
5814,#outside
4512,#music
1327,#admit
5641,#heart
8831,#camera
454,#later
221,#movement
2631,#voice
7296,#benefit
5745,#center
1425,#focus
1643,#name
9182,#environment
392,#somebody
1760,#data
2930,#think
5760,#feeling
2077,#common
3599,#face
2126,#change
3874,#close
1700,#stand
422,#without
818,#and
9371,#build
5661,#girl
5762,#investment
8599,#take
2565,#blue
1950,#detail
7420,#son
4211,#garden
9393,#its
8192,#bar
7840,#point
8945,#you
1749,#teacher
4712,#reduce
5493,#development
4718,#road
6867,#half
2383,#much
2359,#exist
2146,#kid
8220,#mother
4988,#even
9438,#century
4792,#body
9361,#make
4137,#however
8458,#avoid
8333,#than
1014,#manager
1677,#option
4211,#with
8389,#toward
1077,#significant
6417,#which
1416,#network
774,#fly
2306,#door
4317,#part
9253,#what
388,#gun
8850,#bill
7704,#officer
6049,#century
8417,#put
923,#leg
5725,#trouble
6469,#church
3122,#make
6298,#sea
3287,#inside
4567,#employee
3814,#require
916,#establish
5646,#explain
883,#too
3411,#result
73,#know
898,#quickly
311,#say
1157,#raise
9147,#design
2855,#group
545,#federal
735,#yet
2633,#involve
1233,#budget
6710,#want
5096,#between
5203,#what
2877,#form
1429,#cover
5373,#fly
6877,#who
1330,#chance
813,#recently
6068,#daughter
1890,#hear
4548,#week
6280,#green
7534,#use
4056,#treatment
2536,#president
7086,#offer
2600,#speak
8551,#card
1419,#good
4378,#red
1612,#name
4787,#back
9031,#reveal
1141,#there
6470,#his
1307,#write
4495,#say
5237,#situation
2566,#general
222,#wish
7309,#teach
6075,#travel
6019,#loss
8228,#whose
6891,#old
4839,#have
7183,#opportunity
2507,#decade
435,#car
7500,#show
5781,#some
8342,#thank
6808,#possible
8264,#until
9538,#open
4875,#affect
1529,#statement
5618,#instead
6066,#plan
248,#send
1596,#once
1417,#although
942,#money
3248,#southern
1027,#with
3379,#list
300,#land
2101,#pick
8287,#including
8188,#game
3706,#sister
6980,#process
722,#your
9449,#politics
9133,#skill
2939,#thousand
8417,#life
643,#everybody
8295,#southern
1502,#class
6207,#institution
2061,#all
6964,#must
8570,#career
5855,#budget
3643,#attorney
8476,#perform
3991,#politics
3105,#yeah
7340,#bed
1115,#kitchen
5276,#scene
6724,#prevent
9111,#public
3387,#employee
2210,#performance
8097,#fast
6094,#water
6422,#bank
4168,#individual
4602,#people
4757,#activity
1850,#professor
7026,#national
4513,#again
6693,#power
2934,#at
3508,#remember
8121,#since
8864,#government
2614,#discover
6673,#capital
842,#for
1598,#speak
4850,#conference
8865,#worry
7624,#family
2893,#along
7859,#deal
7493,#site
8616,#government
3516,#mission
6051,#art
9034,#thousand
7466,#special
8621,#contain
5017,#five
1849,#wait
1176,#surface
5383,#scene
2762,#forget
8814,#key
5656,#stuff
9664,#draw
9325,#argue
2724,#though
5643,#customer
9929,#give
7807,#remember
9631,#seek
7081,#seven
4031,#security
1042,#raise
6632,#remember
1047,#personal
228,#kid
3161,#store
2294,#state
4893,#prove
7693,#thus
9299,#discover
4061,#specific
5507,#subject
6232,#nor
8233,#door
9790,#drug
6377,#tend
6263,#tree
4463,#heavy
7714,#build
8132,#really
9784,#reach
7212,#house
4169,#tree
7162,#suggest
7338,#moment
23,#audience
7976,#stock
2641,#form
6348,#man
8263,#sort
3787,#billion
846,#five
7626,#money
7605,#move
1305,#continue
7287,#team
4838,#for
4209,#source
1858,#network
756,#suggest
6323,#better
3736,#pattern
5029,#matter
6871,#paper
4006,#husband
5369,#bag
4418,#those
1851,#sense
701,#trial
9574,#plant
9907,#data
8245,#official
9047,#society
9643,#forward
4441,#keep
6630,#eat
2687,#let
2888,#agency
1308,#page
4325,#allow
2064,#official
5236,#night
5769,#rule
9914,#wish
2408,#age
3055,#trouble
5407,#interesting
869,#two
6010,#concern
6710,#role
7665,#value
8970,#site
1518,#trouble
6917,#important
3880,#ago
7844,#bag
5352,#a
4018,#little
4880,#claim
5194,#buy
507,#responsibility
7475,#hotel
6985,#instead
6399,#marriage
9594,#hard
2517,#attack
9450,#above
216,#with
9199,#glass
3412,#stop
9163,#those
848,#fish
5792,#against
5324,#according
4278,#generation
494,#place
9930,#star
3227,#support
2773,#debate
8360,#show
95,#family
5539,#reason
7840,#standard
4707,#serious
6714,#term
8491,#box
1840,#address
8146,#campaign
5394,#test
8723,#late
2962,#production
7156,#newspaper
725,#land
158,#true
3946,#cut
50,#add
7766,#their
8015,#own
7229,#seem
7151,#rise
1511,#onto
2408,#step
9916,#American
3361,#dog
8640,#window
5486,#record
3779,#over
263,#heart
1691,#question
7496,#stock
6953,#garden
7469,#summer
1128,#across
2739,#religious
2484,#father
7494,#relate
6880,#something
4835,#large
9674,#sign
1567,#involve
1306,#show
5121,#effort
1323,#into
7564,#challenge
7967,#another
990,#feel
245,#issue
5060,#policy
7377,#affect
7249,#continue
5847,#school
7750,#these
1134,#still
6411,#involve
5120,#well
5730,#bad
1052,#here
9578,#believe
2399,#identify
7140,#president
504,#it
154,#suddenly
4956,#live
1913,#others
4340,#their
6704,#opportunity
3985,#heavy
9668,#today
1649,#get
1786,#through
6192,#life
4414,#fact
9896,#bill
9563,#instead
1506,#agent
9949,#financial
9950,#along
2743,#kitchen
2578,#man
253,#then
670,#house
8699,#attention
6535,#agree
388,#guy
6387,#red
166,#me
1421,#buy
1272,#type
1511,#range
6591,#body
415,#style
1451,#where
7166,#official
9903,#project
7979,#argue
2514,#discussion
7320,#onto
8591,#establish
7315,#list
5036,#green
2655,#accept
7163,#possible
52,#anything
4685,#most
2670,#attack
3999,#store
6914,#according
9024,#fine
7364,#standard
5446,#talk
9758,#from
3845,#office
6676,#any
9498,#practice
987,#whole
6589,#painting
3580,#wide
3757,#gas
6941,#authority
4179,#hold
4389,#involve
3803,#property
1745,#throughout
9159,#public
4744,#ok
4629,#drug
109,#approach
9279,#it
6433,#artist
9950,#many
6402,#approach
5547,#low
5393,#artist
4896,#top
7113,#respond
8223,#receive
5491,#after
7980,#against
4229,#seat
6575,#service
8645,#throw
9282,#model
3490,#so
276,#impact
4192,#professional
4868,#international
1882,#three
8256,#either
9545,#term
1654,#former
5265,#recently
5435,#friend
1549,#top
7555,#organization
7577,#total
2662,#every
5153,#take
548,#debate
2393,#exist
3870,#amount
8037,#difference
3918,#sense
7303,#free
8178,#someone
6581,#identify
6222,#glass
8283,#woman
7539,#floor
6273,#because
7042,#audience
9841,#range
4470,#sign
1536,#life
9517,#eat
5703,#national
4387,#success
6553,#table
4208,#the
6045,#exactly
3636,#model
4302,#between
3047,#country
6141,#student
8526,#around
1433,#cup
7340,#hit
9853,#power
2307,#start
4344,#exactly
7470,#great
6544,#police
7669,#find
1348,#along
3587,#hair
6481,#thing
1280,#market
3368,#author
4211,#develop
5959,#early
1609,#field
4226,#money
9441,#respond
8060,#property
521,#you
2762,#win
707,#speech
4367,#adult
4265,#yes
5552,#test
438,#list
3912,#Mrs
966,#notice
1501,#evidence
2958,#identify
3586,#people
4082,#old
693,#government
6182,#rock
7262,#capital
5467,#middle
6150,#on
6786,#share
2221,#wonder
4110,#score
1906,#wife
8282,#service
699,#carry
4053,#population
5453,#director
369,#including
480,#lead
1937,#subject
8129,#production
5422,#who
5125,#around
8347,#region
707,#information
7022,#west
7425,#significant
6474,#region
1268,#red
4558,#after
4850,#claim
4190,#write
1573,#white
9308,#record
5226,#occur
5144,#listen
3541,#beat
8311,#early
3863,#art
9317,#type
963,#short
621,#husband
124,#trade
7532,#respond
7273,#machine
21,#almost
3282,#explain
4680,#add
758,#hold
9240,#weight
5559,#large
3948,#challenge
7910,#will
6515,#another
4280,#at
2924,#six
957,#space
4253,#society
5913,#TV
456,#total
5957,#party
5277,#present
7248,#bank
368,#leg
8927,#hair
3736,#this
2152,#business
5871,#will
3995,#ball
3998,#rate
404,#edge
711,#author
4380,#rise
9513,#continue
5716,#body
4050,#teacher
3519,#traditional
303,#feel
924,#appear
320,#traditional
5712,#land
4994,#future
9364,#system
7620,#relate
1091,#what
6604,#family
3346,#weight
9344,#education
1614,#thing
720,#development
1866,#begin
856,#right
8477,#continue
3294,#life
6147,#someone
8228,#usually
8154,#southern
2107,#military
2553,#reach
4771,#region
9644,#expert
2071,#inside
389,#condition
1727,#have
5449,#Congress
4975,#since
7203,#second
2332,#able
9882,#between
9646,#goal
5394,#effort
4759,#still
4008,#me
9004,#have
2250,#study
2930,#nature
8996,#option
1508,#apply
1911,#near
8117,#behavior
4671,#growth
6604,#gun
8191,#different
7007,#mission
2225,#open
8717,#summer
4353,#page
1020,#people
5421,#generation
108,#apply
7786,#author
3610,#gun
9387,#discussion
5192,#car
3202,#opportunity
4997,#watch
1271,#expert
1556,#paper
3724,#win
2269,#everybody
7887,#why
3912,#there
4732,#industry
7919,#young
4283,#team
2023,#moment
6515,#language
5381,#behavior
6971,#worker
4284,#challenge
7298,#eight
6710,#likely
2740,#wall
9989,#draw
748,#race
7262,#support
5318,#return
8177,#here
5243,#particular
468,#behavior
376,#film
9905,#message
3520,#available
5578,#movie
3268,#adult
2890,#trip
5747,#speak
770,#career
5361,#sit
7194,#expect
5437,#service
8380,#reduce
7916,#participant
4950,#even
4855,#hotel
9903,#join
5107,#one
80,#appear
8008,#car
396,#ability
93,#spring
3344,#product
4381,#rule
4409,#soldier
1700,#full
891,#final
3679,#believe
1762,#big
3484,#close
3858,#feel
9312,#total
5218,#wait
8670,#across
1119,#end
3592,#surface
4753,#window
6424,#try
9794,#after
8693,#music
3010,#similar
677,#especially
9065,#what
6650,#minute
8999,#indicate
9734,#family
6447,#other
7012,#individual
9709,#only
9558,#their
1670,#allow
7584,#skill
7663,#necessary
3120,#individual
3756,#writer
2055,#scene
2787,#various
1329,#sort
7076,#board
1831,#series
1925,#ground
2727,#crime
7281,#build
7781,#can
5794,#part
9819,#already
1821,#amount
3792,#maintain
865,#east
4390,#step
8249,#finish
9044,#series
7037,#decide
7321,#land
1126,#issue
7085,#guy
3856,#grow
4173,#explain
2705,#industry
236,#culture
9076,#half
3895,#scientist
430,#one
4184,#color
1711,#seat
4963,#across
9540,#after
8253,#last
7917,#throw
1638,#foreign
5727,#red
7415,#development
9575,#black
2331,#two
7961,#the
8567,#character
2733,#we
8160,#sit
8673,#picture
1749,#respond
2700,#give
3722,#member
7319,#head
3729,#international
4335,#five
9557,#crime
8206,#before
3819,#statement
8263,#beat
4764,#law
8422,#choice
1365,#professional
6086,#size
4746,#let
5421,#night
7364,#work
5376,#within
3051,#general
8877,#hope
3163,#wide
2118,#bar
655,#seem
9572,#admit
5231,#blue
3492,#same
5121,#budget
3581,#view
9933,#our
5627,#particularly
589,#develop
4611,#interview
950,#require
5390,#air
5725,#watch
7201,#movement
414,#page
8793,#without
5485,#end
3018,#figure
9011,#anyone
3827,#scene
3504,#box
737,#benefit
416,#move
2801,#nation
4394,#interest
4775,#star
4390,#most
244,#this
4705,#goal
7969,#activity
7049,#cost
1140,#box
1440,#foreign
2989,#from
9138,#great
914,#bag
2574,#full
1504,#discussion
8963,#capital
8831,#tough
4263,#speak
8502,#run
935,#together
3089,#anyone
3651,#throughout
1209,#clear
6393,#some
1466,#PM
530,#story
6500,#growth
9278,#produce
3726,#camera
5330,#seem
3359,#down
9496,#yes
3832,#a
3390,#total
552,#interesting
9128,#board
1284,#opportunity
5675,#heart
6975,#yes
2524,#attack
5320,#easy
9325,#consider
3477,#able
9244,#particular
2987,#another
696,#their
8879,#build
5155,#fight
5557,#suggest
5661,#art
3192,#result
4947,#tell
2673,#gun
7048,#charge
1132,#film
4007,#wish
6719,#wind
7846,#usually
3406,#trouble
6919,#answer
5287,#whether
7229,#strategy
1010,#draw
7773,#analysis
9581,#economic
9701,#measure
211,#business
3279,#southern
7058,#professional
3194,#age
3139,#response
8583,#million
1823,#fly
6577,#citizen
8972,#media
101,#poor
4370,#thought
3918,#strategy
5645,#thus
4445,#long
906,#begin
6043,#end
4198,#on
8773,#project
4464,#lawyer
5922,#reason
6636,#continue
345,#reflect
8850,#care
5626,#discussion
1816,#value
4953,#recently
9042,#administration
2615,#serve
7410,#method
3307,#allow
5743,#product
7032,#city
7155,#home
800,#story
6142,#wrong
7275,#different
6586,#cultural
4079,#size
6347,#parent
7766,#past
9002,#cup
7536,#culture
1570,#measure
5766,#out
1746,#avoid
1242,#term
5456,#consider
6844,#pull
9600,#court
4268,#exist
3243,#PM
3918,#receive
931,#while
550,#end
8598,#according
9016,#court
921,#institution
9599,#its
2642,#or
3733,#result
5572,#main
7918,#since
8400,#use
1408,#deal
6154,#threat
8514,#head
1327,#because
1648,#memory
6957,#condition
5223,#type
9917,#ahead
597,#camera
3613,#improve
2552,#arrive
7069,#piece
1866,#wear
6534,#on
11,#out
179,#person
1663,#father
7178,#could
3702,#Mrs
3675,#program
2862,#cause
7047,#total
878,#deep
3945,#condition
2048,#hair
3019,#source
6129,#discover
8145,#goal
8032,#this
2096,#husband
4903,#deal
8279,#carry
9884,#fish
2856,#consider
8548,#knowledge
8874,#assume
4865,#movement
8865,#book
5508,#standard
5209,#time
5428,#state
8900,#rate
3933,#collection
8310,#trouble
8273,#drop
697,#learn
7314,#majority
8492,#drug
5151,#itself
9873,#clear
9607,#suffer
7637,#evidence
8732,#moment
46,#marriage
2520,#table
1190,#choose
2086,#least
3926,#station
5610,#idea
6924,#toward
6364,#church
4186,#product
7260,#affect
1725,#project
9974,#road
5504,#house
3905,#where
1787,#agent
5849,#how
3884,#include
7829,#would
9274,#remember
8650,#will
9977,#your
9872,#show
7499,#collection
7092,#pretty
8288,#possible
4996,#pass
6366,#within
6382,#hot
4841,#picture
6551,#often
601,#determine
275,#pretty
3983,#pretty
1580,#energy
8654,#name
9709,#effect
5433,#history
6088,#mouth
6993,#hand
5354,#national
3610,#final
3122,#discover
2031,#list
5512,#wait
5453,#election
2732,#process
8648,#guy
500,#my
398,#dark
8759,#turn
7377,#everyone
5719,#you
1619,#around
8365,#important
3132,#very
4164,#no
5862,#wind
3431,#college
7039,#kitchen
5142,#worker
3784,#kitchen
5434,#than
6440,#tonight
1771,#fact
4416,#that
3327,#allow
1869,#similar
6572,#financial
7873,#success
7847,#really
4761,#fight
4287,#appear
1460,#court
7362,#study
54,#condition
2918,#type
6298,#personal
4801,#despite
2452,#level
4197,#scene
6546,#risk
5147,#listen
4873,#very
268,#opportunity
5601,#put
3876,#behind
8283,#law
5640,#join
4037,#watch
7044,#operation
8761,#off
570,#eat
2070,#available
5316,#big
1372,#focus
8614,#apply
2101,#child
5024,#Mrs
4295,#expect
4137,#analysis
1803,#practice
1498,#experience
4057,#work
8999,#again
8614,#form
4944,#course
8919,#inside
1283,#recently
6227,#white
8702,#these
4968,#home
8462,#cost
8913,#rich
8423,#else
414,#third
7814,#painting
8804,#actually
3257,#report
7553,#matter
9426,#such
4670,#doctor
1431,#prove
3722,#garden
8156,#anything
7886,#according
5518,#spend
9544,#rule
7202,#throw
8170,#goal
241,#poor
5298,#remain
439,#them
3713,#back
805,#possible
9795,#bed
7996,#raise
4653,#couple
9644,#fire
6635,#total
4953,#pick
6225,#present
2763,#lose
7600,#now
6848,#above
9424,#training
4657,#enough
1720,#project
6333,#technology
9679,#particularly
6610,#few
5910,#adult
8785,#lawyer
1519,#to
5691,#use
9512,#police
6945,#let
4770,#rather
887,#finally
8301,#place
7997,#population
3398,#writer
9959,#father
7733,#fact
3536,#there
9323,#stop
2746,#family
9005,#arrive
6521,#rate
1856,#program
6485,#idea
6030,#girl
394,#appear
2434,#tonight
7672,#physical
15,#four
4746,#third
4704,#happy
3127,#action
2481,#actually
9920,#last
6703,#individual
1362,#write
415,#business
3953,#born
9872,#report
1565,#space
3165,#even
2959,#five
4515,#positive
3073,#say
9234,#long
6383,#section
8677,#eye
7746,#agreement
9497,#thank
3812,#owner
634,#today
6986,#administration
600,#after
4619,#whom
4367,#skin
7989,#girl
6238,#perform
5413,#strategy
6261,#out
2553,#economic
4931,#full
2921,#get
2010,#strategy
5969,#bill
3516,#blue
4467,#guy
435,#avoid
4426,#land
9295,#her
6288,#open
4130,#product
8781,#among
9499,#blue
5422,#focus
2629,#require
177,#daughter
4844,#those
9733,#trouble
168,#suddenly
6458,#letter
3231,#state
2305,#state
342,#behind
307,#stand
1568,#kitchen
664,#he
4026,#ready
4790,#hand
9346,#land
5244,#it
9148,#represent
6866,#program
8666,#sort
6102,#especially
6496,#discuss
9796,#not
893,#worry
3138,#half
8324,#computer
1421,#structure
7351,#song
9324,#hard
326,#actually
9237,#high
8852,#because
1521,#goal
3594,#environment
4047,#in
6488,#factor
8476,#always
285,#sign
5282,#small
2714,#certain
1915,#arrive
2300,#establish
9336,#company
7156,#two
4732,#offer
8437,#easy
3170,#population
6778,#foreign
1101,#expect
8223,#after
1878,#or
629,#blue
7503,#foot
1332,#whether
6469,#hear
9922,#pick
8614,#fight
7435,#finish
9636,#stock
238,#save
9368,#tree
147,#serve
5997,#character
8814,#sure
7895,#opportunity
3801,#himself
863,#recent
7733,#let
916,#leave
9762,#start
9815,#if
5899,#still
6678,#actually
908,#instead
4040,#cut
8106,#great
381,#arm
5148,#operation
7842,#each
3944,#face
96,#series
136,#actually
8790,#spend
1380,#try
8121,#option
6165,#door
7175,#start
8202,#admit
4199,#sure
4843,#join
5445,#thought
6748,#current
9430,#possible
5119,#language
6213,#whatever
9716,#hope
2841,#nice
7012,#election
7823,#left
7857,#trade
4918,#world
7081,#everybody
9177,#eat
7327,#should
8389,#receive
8551,#use
7757,#throw
3072,#not
920,#now
7508,#law
7439,#include
8883,#research
1047,#popular
4645,#whom
736,#the
292,#control
2220,#three
1283,#network
4374,#fast
1397,#still
4998,#property
7518,#although
7514,#where
1000,#safe
205,#reach
3508,#material
9008,#source
1224,#reveal
6457,#program
6756,#war
9224,#from
8362,#her
6451,#hour
1275,#ahead
5535,#alone
4654,#majority
7892,#manage
3290,#figure
2905,#stock
1642,#example
913,#left
9064,#live
4563,#appear
7115,#rest
8392,#white
2688,#group
9203,#office
3816,#hair
8996,#southern
1301,#wife
2633,#product
8161,#great
330,#each
505,#interview
5141,#benefit
7355,#writer
5781,#entire
324,#just
2340,#court
7665,#reach
8559,#side
6989,#total
1081,#quite
4564,#break
8668,#where
6110,#speak
6370,#thousand
8197,#religious
2263,#degree
458,#strategy
6881,#a
2751,#room
714,#most
3041,#building
6401,#skill
7701,#discussion
7058,#present
8049,#garden
4873,#adult
8504,#soldier
6045,#such
6050,#health
3857,#claim
7639,#crime
4334,#particularly
4956,#share
3267,#fly
6677,#quality
415,#paper
7005,#traditional
8557,#free
5080,#will
2437,#continue
5851,#line
7035,#world
205,#work
8774,#vote
6842,#word
3626,#act
8894,#ago
4877,#to
5498,#quality
8363,#fact
6154,#man
8946,#treat
7713,#generation
126,#must
3211,#garden
2587,#cup
1419,#treatment
9341,#long
6391,#trip
291,#manage
3714,#itself
5300,#avoid
2458,#recent
8262,#door
1075,#community
6522,#bill
314,#participant
4223,#charge
7924,#report
442,#including
9851,#than
7933,#media
632,#organization
3765,#professor
5748,#especially
2656,#live
4113,#southern
5444,#line
7798,#prevent
2596,#window
4743,#effect
7430,#baby
2052,#case
811,#reality
8388,#sense
6180,#eat
9775,#few
5553,#step
3428,#pass
8924,#ability
5583,#case
9377,#member
892,#leave
628,#property
5596,#help
6169,#whose
6687,#clearly
2782,#behavior
4686,#detail
4270,#look
2854,#early
213,#owner
3568,#free
252,#effort
6790,#baby
6840,#at
4053,#before
6001,#center
5690,#and
2440,#real
5131,#you
4977,#outside
2924,#plant
5295,#television
1209,#degree
8140,#let
7843,#radio
3373,#clearly
4264,#dream
8132,#responsibility
9108,#any
8531,#year
1582,#best
5331,#recognize
8662,#yet
2847,#trip
9291,#certain
7077,#according
6920,#good
4131,#bar
2164,#wind
8409,#agent
2479,#ask
7704,#individual
9875,#interest
2491,#history
8079,#nor
4008,#out
6549,#establish
374,#join
3216,#result
7481,#magazine
250,#young
5858,#arrive
5331,#effort
7132,#offer
5299,#clearly
4794,#as
3227,#four
2816,#forward
3238,#president
175,#that
8040,#method
3167,#today
9787,#life
2060,#be
1419,#chair
4565,#structure
3176,#toward
2570,#become
2566,#as
2917,#nearly
8224,#identify
5197,#story
5761,#peace
4432,#any
8186,#paper
682,#show
4249,#better
7658,#truth
4549,#old
8709,#eye
1124,#eat
453,#if
3685,#how
8529,#beyond
8211,#maybe
4699,#she
2261,#paper
4422,#school
2627,#top
3603,#nothing
865,#lot
3099,#region
7695,#gas
1707,#skin
2090,#support
4342,#study
6726,#phone
4404,#pay
6348,#popular
3764,#oil
2009,#eye
8478,#democratic
9113,#traditional
7658,#produce
8900,#under
5337,#receive
7979,#cultural
5891,#what
19,#father
6293,#along
6945,#compare
6778,#north
2766,#nature
6662,#understand
463,#require
994,#serious
4265,#foreign
5226,#window
5580,#more
5827,#including
2138,#life
280,#item
9090,#fear
372,#activity
8393,#level
4541,#top
621,#pressure
4312,#above
7843,#live
5203,#main
2613,#industry
4036,#put
5218,#if
2924,#could
123,#speech
6814,#stage
5061,#response
7928,#he
8238,#others
4868,#class
5441,#finish
8930,#voice
9039,#trouble
7815,#whole
3948,#hospital
7931,#movement
4965,#of
3172,#weight
8478,#get
70,#reality
7684,#listen
813,#generation
3502,#data
9113,#much
1398,#party
6332,#answer
2218,#provide
6587,#page
4284,#contain
4028,#agreement
3371,#behavior
5890,#individual
6977,#understand
1129,#dream
2581,#sport
2170,#bed
7484,#take
1048,#indeed
8543,#serve
5733,#lose
7235,#performance
383,#maybe
4771,#ever
3293,#want
7686,#not
9466,#under
6798,#thought
5521,#with
4058,#paper
7807,#that
4247,#each
4429,#among
6496,#Congress
5667,#support
4871,#trial
8888,#including
7104,#organization
9883,#investment
3508,#marriage
7787,#wind
9562,#score
679,#east
4247,#partner
8685,#bed
4598,#drive
5026,#section
1073,#north
5479,#glass
2687,#notice
5001,#care
3103,#charge
9981,#western
1211,#each
2122,#return
3570,#individual
3444,#less
8029,#anything
5592,#ask
4445,#standard
747,#guess
9191,#keep
7048,#from
7335,#too
4396,#theory
2515,#tell
87,#process
6730,#question
183,#relationship
3209,#recent
6550,#home
8788,#today
7702,#actually
7848,#enjoy
7618,#again
9878,#dream
1523,#certainly
1404,#government
2301,#audience
8126,#movement
9822,#hotel
5918,#lose
360,#event
6616,#exactly
4115,#serve
