comment_id,post_id,user_id,comment_text,commented_at
548,580,100,Comment 548,2024-10-03 09:53:15
549,1245,668,Comment 549,2025-01-14 09:53:15
550,682,435,Comment 550,2024-06-22 09:53:15
551,832,748,Comment 551,2024-07-01 09:53:15
552,858,983,Comment 552,2024-11-27 09:53:15
553,498,594,Comment 553,2024-10-09 09:53:15
554,861,866,Comment 554,2024-05-30 09:53:15
555,744,146,Comment 555,2024-10-10 09:53:15
556,493,467,Comment 556,2025-01-13 09:53:15
557,1016,610,Comment 557,2024-12-26 09:53:15
558,1904,619,Comment 558,2024-07-26 09:53:15
559,1222,275,Comment 559,2025-01-04 09:53:15
560,1149,937,Comment 560,2024-10-31 09:53:15
561,1035,628,Comment 561,2024-10-27 09:53:15
562,1899,317,Comment 562,2024-11-07 09:53:15
563,661,941,Comment 563,2024-05-25 09:53:15
564,403,631,Comment 564,2024-09-27 09:53:15
565,887,593,Comment 565,2024-11-26 09:53:15
566,410,829,Comment 566,2025-01-13 09:53:15
567,1130,396,Comment 567,2024-09-28 09:53:15
568,1937,684,Comment 568,2025-03-11 09:53:15
569,1229,648,Comment 569,2024-05-16 09:53:15
570,918,399,Comment 570,2024-10-10 09:53:15
571,397,447,Comment 571,2024-08-05 09:53:15
572,1096,825,Comment 572,2024-07-27 09:53:15
573,794,843,Comment 573,2024-04-20 09:53:15
574,290,462,Comment 574,2025-02-02 09:53:15
575,1740,733,Comment 575,2024-04-22 09:53:15
576,361,824,Comment 576,2024-08-28 09:53:15
577,611,680,Comment 577,2024-05-21 09:53:15
578,650,877,Comment 578,2024-09-05 09:53:15
579,984,586,Comment 579,2024-11-30 09:53:15
580,837,375,Comment 580,2025-03-11 09:53:15
581,1954,211,Comment 581,2024-12-02 09:53:15
582,1458,344,Comment 582,2024-09-02 09:53:15
583,474,692,Comment 583,2024-05-09 09:53:15
584,754,827,Comment 584,2024-05-01 09:53:15
585,132,442,Comment 585,2024-06-02 09:53:15
586,220,974,Comment 586,2025-02-15 09:53:15
587,116,313,Comment 587,2024-05-10 09:53:15
588,1277,570,Comment 588,2025-01-19 09:53:15
589,472,57,Comment 589,2024-12-18 09:53:15
590,441,4,Comment 590,2024-04-14 09:53:15
591,568,48,Comment 591,2024-11-21 09:53:15
592,836,833,Comment 592,2025-01-09 09:53:15
593,1223,756,Comment 593,2025-02-08 09:53:15
594,743,31,Comment 594,2024-11-28 09:53:15
595,196,869,Comment 595,2024-12-24 09:53:15
596,1537,766,Comment 596,2024-04-05 09:53:15
597,1290,632,Comment 597,2024-11-21 09:53:15
598,996,824,Comment 598,2024-07-06 09:53:15
599,1313,902,Comment 599,2024-10-14 09:53:15
600,1366,15,Comment 600,2025-01-21 09:53:15
601,677,218,Comment 601,2024-07-10 09:53:15
602,109,976,Comment 602,2025-01-07 09:53:15
603,1080,228,Comment 603,2024-08-15 09:53:15
604,807,300,Comment 604,2024-08-06 09:53:15
605,618,637,Comment 605,2024-12-18 09:53:15
606,197,518,Comment 606,2024-12-10 09:53:15
607,804,825,Comment 607,2025-02-12 09:53:15
608,1946,606,Comment 608,2024-10-14 09:53:15
609,935,311,Comment 609,2024-06-06 09:53:15
610,1077,95,Comment 610,2024-05-29 09:53:15
611,1030,896,Comment 611,2024-05-09 09:53:15
612,1321,109,Comment 612,2025-01-18 09:53:15
613,432,217,Comment 613,2024-07-02 09:53:15
614,774,923,Comment 614,2024-12-18 09:53:15
615,1458,19,Comment 615,2024-10-15 09:53:15
616,1643,894,Comment 616,2025-03-08 09:53:15
617,396,93,Comment 617,2024-04-10 09:53:15
618,1202,490,Comment 618,2025-03-21 09:53:15
619,673,564,Comment 619,2024-12-31 09:53:15
620,1563,185,Comment 620,2024-04-17 09:53:15
621,1189,378,Comment 621,2024-12-29 09:53:15
622,266,848,Comment 622,2025-03-16 09:53:15
623,1719,109,Comment 623,2024-08-02 09:53:15
624,816,583,Comment 624,2024-10-11 09:53:15
625,1888,30,Comment 625,2024-06-10 09:53:15
626,1019,729,Comment 626,2024-05-18 09:53:15
627,128,209,Comment 627,2024-06-22 09:53:15
628,584,76,Comment 628,2024-07-04 09:53:15
629,1164,766,Comment 629,2024-04-14 09:53:15
630,1561,923,Comment 630,2024-07-10 09:53:15
631,576,542,Comment 631,2024-08-07 09:53:15
632,672,190,Comment 632,2025-01-09 09:53:15
633,623,855,Comment 633,2024-06-13 09:53:15
634,1642,904,Comment 634,2025-02-06 09:53:15
635,17,930,Comment 635,2025-01-06 09:53:15
636,1357,172,Comment 636,2024-04-30 09:53:15
637,631,640,Comment 637,2024-10-28 09:53:15
638,891,449,Comment 638,2024-03-25 09:53:15
639,850,692,Comment 639,2025-02-15 09:53:15
640,1379,833,Comment 640,2025-01-21 09:53:15
641,1308,556,Comment 641,2025-03-01 09:53:15
642,1484,849,Comment 642,2024-10-04 09:53:15
643,169,820,Comment 643,2024-11-12 09:53:15
644,1330,165,Comment 644,2025-01-03 09:53:15
645,1495,915,Comment 645,2024-10-26 09:53:15
646,269,301,Comment 646,2024-08-20 09:53:15
647,1093,335,Comment 647,2024-11-19 09:53:15
648,1359,288,Comment 648,2024-08-19 09:53:15
649,440,187,Comment 649,2024-09-11 09:53:15
650,1195,512,Comment 650,2025-01-02 09:53:15
651,345,314,Comment 651,2024-11-27 09:53:15
652,193,275,Comment 652,2024-05-08 09:53:15
653,1628,547,Comment 653,2025-01-26 09:53:15
654,1434,917,Comment 654,2024-10-20 09:53:15
655,573,281,Comment 655,2024-09-19 09:53:15
656,308,336,Comment 656,2024-04-22 09:53:15
657,1866,39,Comment 657,2024-04-13 09:53:15
658,1452,458,Comment 658,2024-08-17 09:53:15
659,172,780,Comment 659,2024-05-05 09:53:15
660,774,299,Comment 660,2024-12-02 09:53:15
661,1694,294,Comment 661,2024-12-27 09:53:15
662,1500,697,Comment 662,2024-07-23 09:53:15
663,1791,712,Comment 663,2024-12-21 09:53:15
664,275,670,Comment 664,2024-08-11 09:53:15
665,1027,803,Comment 665,2024-07-22 09:53:15
666,1449,916,Comment 666,2025-02-18 09:53:15
667,264,460,Comment 667,2024-05-27 09:53:15
668,458,246,Comment 668,2024-10-23 09:53:15
669,1993,913,Comment 669,2024-09-22 09:53:15
670,1228,485,Comment 670,2024-09-16 09:53:15
671,1161,432,Comment 671,2024-04-10 09:53:15
672,1119,718,Comment 672,2024-06-24 09:53:15
673,326,498,Comment 673,2024-12-21 09:53:15
674,600,213,Comment 674,2024-10-13 09:53:15
675,1987,264,Comment 675,2024-12-04 09:53:15
676,540,535,Comment 676,2024-07-26 09:53:15
677,1094,93,Comment 677,2024-09-16 09:53:15
678,1961,213,Comment 678,2024-09-20 09:53:15
679,910,777,Comment 679,2025-02-05 09:53:15
680,601,865,Comment 680,2025-01-17 09:53:15
681,202,866,Comment 681,2024-07-18 09:53:15
682,161,369,Comment 682,2024-12-28 09:53:15
683,440,832,Comment 683,2024-06-11 09:53:15
684,20,143,Comment 684,2024-07-04 09:53:15
685,283,3,Comment 685,2024-10-19 09:53:15
686,220,700,Comment 686,2024-12-27 09:53:15
687,1626,408,Comment 687,2024-09-21 09:53:15
688,1279,262,Comment 688,2024-11-08 09:53:15
689,1526,374,Comment 689,2024-07-19 09:53:15
690,762,494,Comment 690,2024-10-21 09:53:15
691,659,871,Comment 691,2025-03-09 09:53:15
692,352,170,Comment 692,2024-03-23 09:53:15
693,42,389,Comment 693,2024-09-24 09:53:15
694,436,250,Comment 694,2024-04-06 09:53:15
695,1716,497,Comment 695,2024-04-05 09:53:15
696,967,871,Comment 696,2024-08-27 09:53:15
697,1266,586,Comment 697,2024-05-22 09:53:15
698,1610,186,Comment 698,2025-02-21 09:53:15
699,658,46,Comment 699,2024-10-01 09:53:15
700,748,977,Comment 700,2024-11-11 09:53:15
701,1619,948,Comment 701,2024-03-30 09:53:15
702,1710,948,Comment 702,2024-06-15 09:53:15
703,515,469,Comment 703,2024-07-24 09:53:15
704,22,893,Comment 704,2024-04-13 09:53:15
705,563,651,Comment 705,2024-05-05 09:53:15
706,75,250,Comment 706,2024-05-09 09:53:15
707,624,635,Comment 707,2024-07-13 09:53:15
708,115,788,Comment 708,2024-04-12 09:53:15
709,700,652,Comment 709,2024-08-06 09:53:15
710,1258,803,Comment 710,2024-07-15 09:53:15
711,1064,11,Comment 711,2024-06-02 09:53:15
712,265,347,Comment 712,2025-02-26 09:53:15
713,1638,579,Comment 713,2024-04-26 09:53:15
714,132,371,Comment 714,2024-08-22 09:53:15
715,405,724,Comment 715,2024-11-06 09:53:15
716,529,598,Comment 716,2024-09-23 09:53:15
717,141,24,Comment 717,2024-10-06 09:53:15
718,833,933,Comment 718,2024-11-14 09:53:15
719,489,441,Comment 719,2024-10-12 09:53:15
720,52,667,Comment 720,2024-06-25 09:53:15
721,1945,19,Comment 721,2025-02-01 09:53:15
722,1691,19,Comment 722,2024-11-21 09:53:15
723,417,765,Comment 723,2024-04-30 09:53:15
724,787,409,Comment 724,2024-10-29 09:53:15
725,925,413,Comment 725,2024-11-26 09:53:15
726,1170,226,Comment 726,2024-07-28 09:53:15
727,1718,195,Comment 727,2024-10-04 09:53:15
728,1978,520,Comment 728,2025-01-28 09:53:15
729,718,996,Comment 729,2025-01-24 09:53:15
730,876,401,Comment 730,2025-01-08 09:53:15
731,13,126,Comment 731,2024-11-26 09:53:15
732,996,563,Comment 732,2024-06-12 09:53:15
733,29,887,Comment 733,2025-03-12 09:53:15
734,682,94,Comment 734,2024-08-04 09:53:15
735,1397,591,Comment 735,2024-08-13 09:53:15
736,341,357,Comment 736,2024-10-14 09:53:15
737,1048,671,Comment 737,2024-08-21 09:53:15
738,58,985,Comment 738,2025-01-28 09:53:15
739,972,817,Comment 739,2025-01-31 09:53:15
740,1771,92,Comment 740,2024-10-16 09:53:15
741,634,529,Comment 741,2025-01-15 09:53:15
742,496,622,Comment 742,2024-05-14 09:53:15
743,871,886,Comment 743,2024-10-14 09:53:15
744,1885,538,Comment 744,2024-09-19 09:53:15
745,1831,220,Comment 745,2024-11-18 09:53:15
746,1659,572,Comment 746,2024-11-30 09:53:15
747,1569,154,Comment 747,2024-11-15 09:53:15
748,1063,991,Comment 748,2024-09-11 09:53:15
749,1878,5,Comment 749,2024-08-06 09:53:15
750,1736,966,Comment 750,2025-03-08 09:53:15
751,579,384,Comment 751,2024-08-17 09:53:15
752,617,265,Comment 752,2024-07-06 09:53:15
753,1476,501,Comment 753,2024-12-08 09:53:15
754,1216,538,Comment 754,2024-09-02 09:53:15
755,825,48,Comment 755,2024-12-31 09:53:15
756,1958,244,Comment 756,2024-12-07 09:53:15
757,1610,392,Comment 757,2024-07-02 09:53:15
758,266,195,Comment 758,2025-03-08 09:53:15
759,1999,475,Comment 759,2024-12-03 09:53:15
760,224,156,Comment 760,2025-03-06 09:53:15
761,1247,300,Comment 761,2025-01-02 09:53:15
762,1793,741,Comment 762,2024-10-17 09:53:15
763,486,545,Comment 763,2024-11-12 09:53:15
764,1239,944,Comment 764,2024-06-30 09:53:15
765,660,781,Comment 765,2024-12-22 09:53:15
766,1502,594,Comment 766,2024-06-18 09:53:15
767,1214,843,Comment 767,2024-07-15 09:53:15
768,1797,716,Comment 768,2024-10-26 09:53:15
769,1779,178,Comment 769,2024-10-15 09:53:15
770,599,717,Comment 770,2024-09-14 09:53:15
771,1525,924,Comment 771,2025-01-22 09:53:15
772,375,431,Comment 772,2025-02-12 09:53:15
773,430,368,Comment 773,2024-12-21 09:53:15
774,1252,375,Comment 774,2025-01-08 09:53:15
775,99,284,Comment 775,2024-04-08 09:53:15
776,528,647,Comment 776,2025-02-18 09:53:15
777,1550,1,Comment 777,2024-10-03 09:53:15
778,296,355,Comment 778,2024-09-27 09:53:15
779,1456,5,Comment 779,2024-06-19 09:53:15
780,7,650,Comment 780,2025-01-16 09:53:15
781,1608,679,Comment 781,2024-04-24 09:53:15
782,995,266,Comment 782,2024-09-06 09:53:15
783,27,209,Comment 783,2024-12-26 09:53:15
784,688,411,Comment 784,2025-03-08 09:53:15
785,885,303,Comment 785,2025-02-04 09:53:15
786,1337,989,Comment 786,2024-09-22 09:53:15
787,1748,789,Comment 787,2024-06-11 09:53:15
788,112,532,Comment 788,2024-07-29 09:53:15
789,1457,152,Comment 789,2024-03-27 09:53:15
790,1822,173,Comment 790,2024-08-13 09:53:15
791,791,225,Comment 791,2024-12-24 09:53:15
792,1338,16,Comment 792,2024-11-22 09:53:15
793,1999,705,Comment 793,2024-11-12 09:53:15
794,1702,778,Comment 794,2025-01-08 09:53:15
795,44,244,Comment 795,2025-02-07 09:53:15
796,1325,629,Comment 796,2024-12-22 09:53:15
797,592,883,Comment 797,2024-05-12 09:53:15
798,1659,294,Comment 798,2024-04-03 09:53:15
799,1901,663,Comment 799,2024-09-07 09:53:15
800,1672,244,Comment 800,2024-10-25 09:53:15
801,1315,355,Comment 801,2024-09-11 09:53:15
802,1611,211,Comment 802,2024-12-10 09:53:15
803,57,252,Comment 803,2024-04-05 09:53:15
804,184,993,Comment 804,2024-11-19 09:53:15
805,314,653,Comment 805,2024-07-25 09:53:15
806,614,454,Comment 806,2024-07-13 09:53:15
807,485,874,Comment 807,2025-01-06 09:53:15
808,1769,630,Comment 808,2025-03-08 09:53:15
809,1207,736,Comment 809,2024-06-09 09:53:15
810,1636,547,Comment 810,2024-07-14 09:53:15
811,1021,256,Comment 811,2025-01-07 09:53:15
812,913,984,Comment 812,2024-09-20 09:53:15
813,1414,302,Comment 813,2024-09-09 09:53:15
814,1971,708,Comment 814,2024-08-03 09:53:15
815,1733,181,Comment 815,2024-09-10 09:53:15
816,75,215,Comment 816,2024-07-10 09:53:15
817,1075,955,Comment 817,2024-04-08 09:53:15
818,1867,32,Comment 818,2024-05-21 09:53:15
819,228,851,Comment 819,2024-05-19 09:53:15
820,247,472,Comment 820,2025-02-16 09:53:15
821,1105,91,Comment 821,2024-11-30 09:53:15
822,1240,728,Comment 822,2024-09-19 09:53:15
823,770,527,Comment 823,2024-09-12 09:53:15
824,1074,480,Comment 824,2024-11-21 09:53:15
825,994,10,Comment 825,2024-06-01 09:53:15
826,817,398,Comment 826,2025-03-05 09:53:15
827,1864,892,Comment 827,2024-06-03 09:53:15
828,821,401,Comment 828,2024-11-12 09:53:15
829,1898,258,Comment 829,2024-06-15 09:53:15
830,935,911,Comment 830,2025-02-08 09:53:15
831,381,396,Comment 831,2024-10-10 09:53:15
832,95,353,Comment 832,2024-09-11 09:53:15
833,619,112,Comment 833,2024-12-18 09:53:15
834,1884,916,Comment 834,2024-06-08 09:53:15
835,99,601,Comment 835,2024-09-12 09:53:15
836,1610,674,Comment 836,2024-09-05 09:53:15
837,1152,620,Comment 837,2024-11-17 09:53:15
838,325,610,Comment 838,2024-05-31 09:53:15
839,1696,71,Comment 839,2024-04-22 09:53:15
840,1000,165,Comment 840,2024-07-21 09:53:15
841,1513,769,Comment 841,2024-08-13 09:53:15
842,192,361,Comment 842,2024-03-29 09:53:15
843,720,160,Comment 843,2024-05-04 09:53:15
844,1285,177,Comment 844,2024-05-02 09:53:15
845,1343,507,Comment 845,2024-09-29 09:53:15
846,55,11,Comment 846,2024-10-28 09:53:15
847,443,949,Comment 847,2025-02-01 09:53:15
848,1616,362,Comment 848,2024-05-18 09:53:15
849,1747,633,Comment 849,2024-11-11 09:53:15
850,621,518,Comment 850,2024-09-26 09:53:15
851,1313,913,Comment 851,2025-01-20 09:53:15
852,1951,936,Comment 852,2024-12-13 09:53:15
853,683,198,Comment 853,2024-07-06 09:53:15
854,1599,266,Comment 854,2024-07-07 09:53:15
855,25,595,Comment 855,2024-06-26 09:53:15
856,1794,305,Comment 856,2024-04-22 09:53:15
857,1040,119,Comment 857,2024-03-28 09:53:15
858,106,99,Comment 858,2024-04-19 09:53:15
859,541,154,Comment 859,2024-03-26 09:53:15
860,1426,618,Comment 860,2024-08-25 09:53:15
861,314,763,Comment 861,2024-06-30 09:53:15
862,936,741,Comment 862,2024-12-15 09:53:15
863,476,156,Comment 863,2024-07-16 09:53:15
864,118,712,Comment 864,2024-12-25 09:53:15
865,241,376,Comment 865,2024-05-21 09:53:15
866,548,331,Comment 866,2024-06-10 09:53:15
867,169,95,Comment 867,2024-12-27 09:53:15
868,391,591,Comment 868,2024-12-06 09:53:15
869,65,124,Comment 869,2024-11-11 09:53:15
870,1061,396,Comment 870,2024-07-28 09:53:15
871,1305,451,Comment 871,2024-06-07 09:53:15
872,1664,356,Comment 872,2024-11-27 09:53:15
873,419,991,Comment 873,2025-03-07 09:53:15
874,557,258,Comment 874,2024-05-14 09:53:15
875,137,518,Comment 875,2024-06-14 09:53:15
876,728,568,Comment 876,2024-04-28 09:53:15
877,387,467,Comment 877,2024-07-21 09:53:15
878,583,78,Comment 878,2025-02-04 09:53:15
879,1372,911,Comment 879,2025-03-08 09:53:15
880,282,784,Comment 880,2025-02-17 09:53:15
881,1180,637,Comment 881,2024-09-23 09:53:15
882,1494,98,Comment 882,2024-05-02 09:53:15
883,896,616,Comment 883,2025-02-13 09:53:15
884,1548,775,Comment 884,2024-10-05 09:53:15
885,481,414,Comment 885,2024-07-08 09:53:15
886,141,308,Comment 886,2024-09-06 09:53:15
887,550,157,Comment 887,2024-10-18 09:53:15
888,1677,453,Comment 888,2025-03-10 09:53:15
889,651,818,Comment 889,2024-03-26 09:53:15
890,697,447,Comment 890,2024-11-27 09:53:15
891,1673,704,Comment 891,2024-04-24 09:53:15
892,728,561,Comment 892,2024-08-05 09:53:15
893,956,636,Comment 893,2025-01-01 09:53:15
894,1190,700,Comment 894,2024-07-19 09:53:15
895,633,553,Comment 895,2025-01-11 09:53:15
896,490,146,Comment 896,2024-07-17 09:53:15
897,482,185,Comment 897,2024-11-19 09:53:15
898,324,65,Comment 898,2024-03-30 09:53:15
899,243,895,Comment 899,2024-12-04 09:53:15
900,522,341,Comment 900,2024-06-11 09:53:15
901,1562,951,Comment 901,2025-01-24 09:53:15
902,1340,112,Comment 902,2024-09-07 09:53:15
903,364,803,Comment 903,2024-12-11 09:53:15
904,569,865,Comment 904,2024-09-07 09:53:15
905,1900,597,Comment 905,2024-06-30 09:53:15
906,281,299,Comment 906,2024-05-05 09:53:15
907,1155,836,Comment 907,2024-06-11 09:53:15
908,1999,430,Comment 908,2024-04-18 09:53:15
909,1852,894,Comment 909,2025-02-12 09:53:15
910,1329,861,Comment 910,2024-05-30 09:53:15
911,726,804,Comment 911,2024-07-22 09:53:15
912,703,176,Comment 912,2024-07-18 09:53:15
913,1933,108,Comment 913,2025-02-01 09:53:15
914,1549,106,Comment 914,2024-12-01 09:53:15
915,796,378,Comment 915,2024-10-18 09:53:15
916,1528,429,Comment 916,2025-01-21 09:53:15
917,1309,193,Comment 917,2024-05-01 09:53:15
918,1000,124,Comment 918,2024-07-29 09:53:15
919,1276,405,Comment 919,2024-10-30 09:53:15
920,1993,294,Comment 920,2025-01-05 09:53:15
921,246,350,Comment 921,2025-01-22 09:53:15
922,947,869,Comment 922,2024-04-15 09:53:15
923,996,525,Comment 923,2024-09-08 09:53:15
924,1798,744,Comment 924,2024-09-26 09:53:15
925,1362,551,Comment 925,2024-12-24 09:53:15
926,680,788,Comment 926,2025-03-17 09:53:15
927,703,246,Comment 927,2024-08-04 09:53:15
928,575,119,Comment 928,2024-10-12 09:53:15
929,573,435,Comment 929,2024-12-12 09:53:15
930,993,636,Comment 930,2024-08-19 09:53:15
931,1181,638,Comment 931,2024-10-07 09:53:15
932,929,704,Comment 932,2024-09-10 09:53:15
933,17,138,Comment 933,2024-11-02 09:53:15
934,667,974,Comment 934,2024-09-20 09:53:15
935,302,769,Comment 935,2024-07-20 09:53:15
936,1442,947,Comment 936,2024-05-25 09:53:15
937,1405,356,Comment 937,2024-03-22 09:53:15
938,924,239,Comment 938,2024-10-17 09:53:15
939,1660,350,Comment 939,2024-10-31 09:53:15
940,1134,428,Comment 940,2024-07-27 09:53:15
941,98,130,Comment 941,2024-12-11 09:53:15
942,1623,171,Comment 942,2025-01-15 09:53:15
943,1150,792,Comment 943,2025-02-17 09:53:15
944,457,652,Comment 944,2024-04-08 09:53:15
945,1505,941,Comment 945,2024-07-20 09:53:15
946,789,508,Comment 946,2024-10-11 09:53:15
947,857,376,Comment 947,2024-11-23 09:53:15
948,222,349,Comment 948,2024-11-08 09:53:15
949,932,523,Comment 949,2024-12-13 09:53:15
950,1322,64,Comment 950,2024-04-18 09:53:15
951,1240,275,Comment 951,2024-06-09 09:53:15
952,1277,646,Comment 952,2024-09-04 09:53:15
953,528,941,Comment 953,2024-10-30 09:53:15
954,241,703,Comment 954,2024-04-29 09:53:15
955,182,966,Comment 955,2025-02-21 09:53:15
956,30,609,Comment 956,2025-01-25 09:53:15
957,1809,636,Comment 957,2024-11-28 09:53:15
958,422,387,Comment 958,2025-02-10 09:53:15
959,979,632,Comment 959,2024-12-26 09:53:15
960,72,948,Comment 960,2024-12-15 09:53:15
961,631,636,Comment 961,2024-07-29 09:53:15
962,690,245,Comment 962,2024-04-04 09:53:15
963,1743,927,Comment 963,2024-10-25 09:53:15
964,929,969,Comment 964,2024-05-20 09:53:15
965,1322,409,Comment 965,2024-06-25 09:53:15
966,680,306,Comment 966,2024-12-24 09:53:15
967,1570,737,Comment 967,2024-05-18 09:53:15
968,1173,400,Comment 968,2024-05-02 09:53:15
969,1427,724,Comment 969,2024-07-03 09:53:15
970,249,588,Comment 970,2025-02-02 09:53:15
971,50,126,Comment 971,2024-04-04 09:53:15
972,526,778,Comment 972,2024-11-22 09:53:15
973,569,671,Comment 973,2024-12-22 09:53:15
974,867,467,Comment 974,2024-12-16 09:53:15
975,1677,915,Comment 975,2024-11-27 09:53:15
976,1662,186,Comment 976,2024-12-22 09:53:15
977,1170,771,Comment 977,2024-04-10 09:53:15
978,1979,15,Comment 978,2024-04-24 09:53:15
979,360,743,Comment 979,2025-01-23 09:53:15
980,1521,174,Comment 980,2024-11-11 09:53:15
981,359,820,Comment 981,2024-11-16 09:53:15
982,937,882,Comment 982,2024-11-18 09:53:15
983,1975,720,Comment 983,2024-05-12 09:53:15
984,479,329,Comment 984,2024-12-18 09:53:15
985,1803,924,Comment 985,2024-11-07 09:53:15
986,319,606,Comment 986,2024-11-26 09:53:15
987,1201,290,Comment 987,2025-01-27 09:53:15
988,1996,458,Comment 988,2024-11-11 09:53:15
989,1784,18,Comment 989,2024-09-03 09:53:15
990,1882,320,Comment 990,2024-04-26 09:53:15
991,1299,521,Comment 991,2024-05-23 09:53:15
992,354,323,Comment 992,2024-10-15 09:53:15
993,617,72,Comment 993,2024-07-27 09:53:15
994,245,763,Comment 994,2024-08-07 09:53:15
995,1976,406,Comment 995,2024-10-25 09:53:15
996,53,838,Comment 996,2024-05-01 09:53:15
997,1789,328,Comment 997,2024-06-10 09:53:15
998,762,637,Comment 998,2025-01-26 09:53:15
999,1733,648,Comment 999,2025-01-06 09:53:15
1000,1490,982,Comment 1000,2025-01-22 09:53:15
1001,1061,442,Comment 1001,2024-10-04 09:53:15
1002,740,626,Comment 1002,2025-03-19 09:53:15
1003,169,992,Comment 1003,2024-10-30 09:53:15
1004,1820,357,Comment 1004,2024-07-21 09:53:15
1005,1988,297,Comment 1005,2024-07-30 09:53:15
1006,401,327,Comment 1006,2024-11-02 09:53:15
1007,326,649,Comment 1007,2025-02-28 09:53:15
1008,1320,783,Comment 1008,2024-06-12 09:53:15
1009,376,387,Comment 1009,2024-05-30 09:53:15
1010,262,383,Comment 1010,2025-03-21 09:53:15
1011,524,458,Comment 1011,2024-12-27 09:53:15
1012,1044,630,Comment 1012,2025-01-01 09:53:15
1013,1158,953,Comment 1013,2024-08-10 09:53:15
1014,1849,396,Comment 1014,2024-11-04 09:53:15
1015,43,683,Comment 1015,2024-07-30 09:53:15
1016,1708,974,Comment 1016,2024-09-08 09:53:15
1017,1357,203,Comment 1017,2024-07-19 09:53:15
1018,251,456,Comment 1018,2024-09-28 09:53:15
1019,125,109,Comment 1019,2024-08-16 09:53:15
1020,1823,651,Comment 1020,2024-12-14 09:53:15
1021,1123,612,Comment 1021,2025-01-09 09:53:15
1022,1885,460,Comment 1022,2024-09-20 09:53:15
1023,393,680,Comment 1023,2025-01-02 09:53:15
1024,1254,121,Comment 1024,2024-12-16 09:53:15
1025,802,351,Comment 1025,2025-03-01 09:53:15
1026,561,482,Comment 1026,2024-07-29 09:53:15
1027,1567,422,Comment 1027,2024-05-05 09:53:15
1028,1064,446,Comment 1028,2024-08-29 09:53:15
1029,1040,476,Comment 1029,2025-01-15 09:53:15
1030,583,828,Comment 1030,2024-12-13 09:53:15
1031,392,264,Comment 1031,2025-01-31 09:53:15
1032,1997,512,Comment 1032,2024-09-26 09:53:15
1033,699,838,Comment 1033,2024-07-05 09:53:15
1034,1288,102,Comment 1034,2025-01-18 09:53:15
1035,517,202,Comment 1035,2024-10-09 09:53:15
1036,1934,728,Comment 1036,2024-05-21 09:53:15
1037,835,145,Comment 1037,2024-11-10 09:53:15
1038,1077,994,Comment 1038,2025-03-22 09:53:15
1039,1329,839,Comment 1039,2024-03-29 09:53:15
1040,1288,602,Comment 1040,2025-03-08 09:53:15
1041,1287,36,Comment 1041,2024-07-04 09:53:15
1042,1880,666,Comment 1042,2025-01-08 09:53:15
1043,512,588,Comment 1043,2024-08-27 09:53:15
1044,1706,733,Comment 1044,2025-03-04 09:53:15
1045,96,275,Comment 1045,2024-04-15 09:53:15
1046,873,870,Comment 1046,2025-01-20 09:53:15
1047,1021,669,Comment 1047,2024-09-17 09:53:15
1048,953,54,Comment 1048,2024-12-21 09:53:15
1049,179,235,Comment 1049,2024-03-26 09:53:15
1050,1325,980,Comment 1050,2024-09-20 09:53:15
1051,322,822,Comment 1051,2025-02-17 09:53:15
1052,1112,533,Comment 1052,2024-09-25 09:53:15
1053,4,240,Comment 1053,2024-12-29 09:53:15
1054,90,82,Comment 1054,2024-04-28 09:53:15
1055,1590,705,Comment 1055,2024-08-27 09:53:15
1056,422,818,Comment 1056,2025-02-03 09:53:15
1057,1863,180,Comment 1057,2024-03-23 09:53:15
1058,493,321,Comment 1058,2024-09-19 09:53:15
1059,805,654,Comment 1059,2024-06-16 09:53:15
1060,1230,606,Comment 1060,2024-04-15 09:53:15
1061,796,939,Comment 1061,2024-08-27 09:53:15
1062,820,562,Comment 1062,2024-05-28 09:53:15
1063,83,559,Comment 1063,2025-03-13 09:53:15
1064,812,887,Comment 1064,2024-05-07 09:53:15
1065,1045,479,Comment 1065,2024-11-04 09:53:15
1066,328,711,Comment 1066,2025-01-22 09:53:15
1067,1020,484,Comment 1067,2024-12-05 09:53:15
1068,1793,813,Comment 1068,2024-06-28 09:53:15
1069,1810,920,Comment 1069,2025-02-06 09:53:15
1070,718,762,Comment 1070,2024-09-17 09:53:15
1071,1972,664,Comment 1071,2024-07-27 09:53:15
1072,351,730,Comment 1072,2024-05-24 09:53:15
1073,543,385,Comment 1073,2024-04-11 09:53:15
1074,1257,124,Comment 1074,2025-01-06 09:53:15
1075,756,918,Comment 1075,2024-06-18 09:53:15
1076,1229,84,Comment 1076,2024-12-24 09:53:15
1077,1544,227,Comment 1077,2024-11-01 09:53:15
1078,410,632,Comment 1078,2024-08-18 09:53:15
1079,1179,396,Comment 1079,2024-12-05 09:53:15
1080,1081,96,Comment 1080,2025-02-19 09:53:15
1081,621,781,Comment 1081,2024-11-22 09:53:15
1082,1995,362,Comment 1082,2024-03-25 09:53:15
1083,694,798,Comment 1083,2024-04-14 09:53:15
1084,1391,189,Comment 1084,2025-03-20 09:53:15
1085,338,797,Comment 1085,2024-09-12 09:53:15
1086,1346,108,Comment 1086,2024-04-28 09:53:15
1087,1585,637,Comment 1087,2024-06-18 09:53:15
1088,1007,988,Comment 1088,2025-02-14 09:53:15
